Cycle\Fluorescence,A1FAM,A2FAM,A3FAM,A4FAM,A5FAM,A6FAM,A7FAM,A8FAM,A9FAM,B1FAM,B2FAM,B3FAM,B4FAM,B5FAM,B6FAM,B7FAM,B8FAM,B9FAM,C1FAM,C2FAM,C3FAM,C4FAM,C5FAM,C6FAM,C7FAM,C8FAM,C9FAM,D1FAM,D2FAM,D3FAM,D4FAM,D5FAM,D6FAM,D7FAM,D8FAM,D9FAM,D10FAM,D11FAM,D12FAM,E1FAM,E2FAM,E3FAM,E4FAM,E5FAM,E6FAM,E7FAM,E8FAM,E9FAM,E10FAM,E11FAM,E12FAM,F1FAM,F2FAM,F3FAM,F4FAM,F5FAM,F6FAM,F7FAM,F8FAM,F9FAM,G1FAM,G2FAM,G3FAM,G4FAM,G5FAM,G6FAM,G7FAM,G8FAM,G9FAM,G10FAM,G11FAM,G12FAM,H1FAM,H2FAM,H3FAM,H4FAM,H5FAM,H6FAM,H7FAM,H8FAM,H9FAM,H10FAM,H11FAM,H12FAM
1,0.001312309,0.0009519157,0.005002251,-0.004115607,0.007760891,-0.003985189,-0.001519026,-0.003955387,-0.009534558,0.002343051,0.0055011,0.006135117,0.002644307,0.002459152,-0.00549719,-0.002877714,-0.004670821,-0.006896931,-0.009519615,-0.003800133,-0.001959119,0.002342306,0.0009327813,-0.0006554747,-0.005468993,-0.008734323,-0.009549635,-0.003165002,-0.004133166,-0.006166697,-0.008140959,-0.0005005283,-0.00210095,-0.007247746,-0.006181939,-0.001391338,-0.007015548,-0.006935465,-0.0151228,-0.0002520485,0.001147466,-0.005144468,-0.007452371,-0.006233356,-0.003758942,-0.009236354,-0.009019281,-0.006253044,-0.01191515,-0.008801721,-0.006546,-0.002906558,-0.001207638,-0.002614097,-0.00276126,-0.002056113,-0.00491293,-0.01035431,-0.005693694,-0.01259662,0.003773281,0.006075704,0.001666501,0.0001510245,-0.001808926,0.00523803,-0.000412016,0.004110474,-0.00275801,-0.003878433,-0.005232663,-0.00714934,-0.001846962,-0.001481308,-0.002014879,-0.00478527,0.003326443,-0.006729768,-0.01510472,-0.00529573,0.008675677,0.005582517,-0.0074432,-0.0127448
2,0.01355255,0.01071141,0.01487444,0.01121851,0.01580183,0.008218168,0.001760086,0.006400915,0.001253585,0.01275525,0.01237898,0.01294428,0.01479845,0.01192738,0.006666553,0.006436436,0.002660054,0.004326206,0.005432697,0.008036465,0.009595069,0.01219264,0.01088588,0.009504797,-0.002060578,0.002869144,0.001112931,0.01090701,0.006518104,0.008792229,0.006772104,0.006237957,0.01085825,0.003882181,0.00463746,0.006357001,0.008106957,0.007502507,-0.0003919327,0.01262215,0.01200522,0.006934687,0.00360222,0.005961204,0.008863814,0.00401259,0.003125525,0.00413652,0.002176882,0.004231749,0.003651918,0.00824896,0.01002567,0.009381494,0.006701371,0.006004035,0.004180239,0.0003960594,0.006587017,0.002790166,0.01253248,0.01463773,0.01202485,0.009181656,0.006457021,0.01021695,0.006822461,0.009479887,0.006919648,0.01033936,0.009398015,0.005484567,0.009843628,0.01030734,0.01108249,0.004571826,0.01062697,0.005578401,-0.008231244,0.00249565,0.004163858,0.006736497,0.0002777342,0.001703818
3,0.01104676,0.007896756,0.009030385,0.01552481,0.009587908,0.006033999,0.003078148,0.006319322,0.001812581,0.01137874,0.01038862,0.008667196,0.01034363,0.0079781,0.005417081,0.004522144,0.003152469,0.003664435,0.007125633,0.005715828,0.009181572,0.009213096,0.008431996,0.00861218,0.001605213,0.003302537,0.00174033,0.009791979,0.006820971,0.006702096,0.006683961,0.006548275,0.008459668,0.003579865,0.006858096,0.005867722,0.008864908,0.007769811,-0.0002537071,0.009899881,0.008520599,0.007375679,0.006124733,0.006643991,0.006632067,0.003671639,0.002700776,0.002461005,0.003469395,0.005267672,0.003115718,0.006456075,0.008025742,0.006930824,0.005637236,0.006208561,0.004678487,0.002406407,0.008513008,0.0003794147,0.01122098,0.01174549,0.009325634,0.007887869,0.00543303,0.008467189,0.003380278,0.006264998,0.002680497,0.009160785,0.008099761,0.005280301,0.009131509,0.008369377,0.008739876,0.003819618,0.009409555,0.005326068,-0.008932075,0.003115099,0.002018122,0.00493715,0.0004026701,0.001527738
4,0.005502179,0.001970941,0.004107087,0.003248947,0.004397725,0.003177043,0.0004136807,0.005703289,-0.002072101,0.004846602,0.005107296,0.004217542,0.005665682,0.004108196,0.003340522,0.00200532,0.001115903,0.001142446,0.002088028,0.001703883,0.004019189,0.00347333,0.002946252,0.003443985,-0.001523509,0.0005280786,-5.152309E-05,0.003879718,0.002421363,0.003123929,0.001156964,0.002036113,0.004191319,0.0008407813,0.00396697,0.003643765,0.002842768,0.002876245,-0.001322923,0.003427408,0.005088584,0.002044332,0.0005466643,0.001609612,0.002022297,-0.0008683295,0.001799493,0.0002662952,0.0004603295,0.002275926,-0.0008596824,0.00219246,0.00392346,0.003163997,0.0008191526,0.002201542,0.001568965,-0.001580184,0.006688507,-0.001573731,0.004846106,0.0053041,0.00392989,0.003090218,0.003027143,0.005451766,0.002432861,0.002064894,0.0007149856,0.005074076,0.003182334,0.002627219,0.003249937,0.003861473,0.003261692,0.001533576,0.002146462,0.0004820125,-0.01066838,0.0006332253,0.0006705546,-0.000663592,-0.001817308,-0.0007289812
5,-0.003094963,-0.005525791,-0.003164808,-0.004523564,-0.003875132,-0.004755588,-0.0001941568,0.003158255,-0.007097991,-0.002583657,-0.002748437,-0.003914868,-0.003524994,-0.003577296,-0.005170176,-0.003497947,-0.003484248,-0.003289587,-0.00572307,-0.004673377,-0.004521616,-0.00343506,-0.004453131,-0.004756081,-0.006134263,-0.004594708,-0.004112609,-0.003642098,-0.005521368,-0.005428068,-0.005733266,-0.006034595,-0.004096044,-0.003742505,-0.001576677,-0.002701401,-0.005739231,-0.004374894,-0.00857892,-0.004751955,-0.003978264,-0.006249131,-0.005387278,-0.005087527,-0.004048724,-0.005235491,-0.003917106,-0.002496026,-0.005559954,-0.003536115,-0.004384731,-0.0056367,-0.004689135,-0.005361026,-0.00415092,-0.002214853,-0.004254688,-0.00480186,0.005332833,-0.004866799,-0.002376516,-0.003268094,-0.003662518,-0.002037028,-0.002916525,0.0001842191,-0.004234007,-0.002791815,-0.003190448,-0.004658337,-0.004634499,-0.004756861,-0.003304603,-0.004069912,-0.003400204,-0.003239986,-0.0007724364,-0.00344098,-0.01532853,-0.004629848,-0.004899881,-0.005646927,-0.006681853,-0.005693516
6,-0.002114076,-0.002186269,-0.001572754,-0.00231923,-0.002289169,-0.004293261,0.000844103,0.007771994,-0.004129145,-0.002582125,-0.001163427,-0.002541825,-0.002033499,-0.003325052,-0.002903831,-0.001734107,-0.002048559,-0.003390524,-0.003190669,-0.003542104,-0.00225886,-0.003356708,-0.004238268,-0.002940616,-0.004700281,-0.003367575,-0.003927838,-0.003656845,-0.003609604,-0.003649316,-0.004083567,-0.004259632,-0.002520329,-0.002772019,0.001259609,-0.00226812,-0.003089919,-0.003726342,-0.004538264,-0.003026337,-0.002948184,-0.003164403,-0.00282473,-0.002587092,-0.002678533,-0.001915613,-0.003507771,-0.001847584,-0.00350601,-0.004468028,-0.002552148,-0.003399484,-0.002747808,-0.002770239,-0.001727791,-0.003594433,-0.002898608,-0.003357862,0.006282796,-0.004095091,-0.00254009,-0.002386701,-0.002284646,-0.00111805,-0.002017037,0.0009136471,-0.0002001182,-0.002180491,-0.002833866,-0.002721843,-0.003035891,-0.002765886,-0.003587978,-0.001562907,-0.002452431,-0.002793337,-0.00221418,-0.001888158,-0.01526192,-0.003536258,-0.003056515,-0.002727557,-0.003317798,-0.002564468
7,-0.0007163043,-0.002537206,-0.002025713,-0.0005790046,-0.001652382,-0.001657772,0.002088694,0.008761759,-0.001918055,-0.001267681,-0.001439966,-0.0008546863,-0.001350837,-0.002372097,-0.002546151,-0.002049996,6.416685E-05,-0.003046338,-0.001376113,-0.0008392045,-0.001816202,-0.001680457,-0.0009309945,-0.001678192,-0.002104478,-0.003116017,-0.001687379,-0.0009083116,-0.002304133,-0.00170593,-0.00210996,-0.002362613,-0.002456635,-0.001826325,0.004864539,0.001491661,-0.002617303,-0.00169296,-0.002822749,-0.001485441,-0.002218224,-0.001335767,-0.002539775,-0.001954416,-0.0002007697,-0.002033382,-0.002668902,-0.000469721,-0.002061323,-0.0007185034,-0.002843761,-0.001798442,-0.00117268,-0.0019906,-0.001628563,-0.0002944585,-0.0009457308,-0.00363789,0.010554,-0.002305459,-0.001027964,-0.0007603418,-0.001546052,0.0004895866,-0.002032546,-0.000364608,-0.00060568,-0.002162013,-0.001206614,-0.001450865,-0.001259248,-0.001129918,-0.00199196,-0.001677122,-0.001461615,-0.001195762,-0.0009827539,-0.0006371012,-0.01078052,-0.001404015,-0.00157917,-0.003347491,-0.001832527,-0.002038707
8,-0.001023973,-0.0005402884,0.0001001126,0.0006791503,-0.001454335,-0.0009930112,0.005269291,0.01296661,0.000206172,-0.0004365587,-0.0007044571,-0.000796638,-0.0009052461,-0.0008525522,-0.000252144,-4.549218E-05,-1.217396E-05,-0.0002085749,0.0004414112,-0.000936255,-2.463826E-05,-0.0008970455,-0.001033057,-0.0004042363,-0.001378585,-0.001889504,-0.001003891,-0.0006432728,-0.0007916357,-0.0009624684,-0.001685481,-0.0007747968,-0.001534918,-0.0004108118,0.006147517,0.0009387571,-0.001639237,-0.0004024524,-0.001259524,-0.0005152805,-0.0006186736,0.000276775,0.0002051592,-0.0003741942,-0.001436632,0.001616806,-0.001122073,-0.0002207094,-0.0007190282,0.000411049,-0.002739375,-0.0001589338,-0.001025466,-0.0007131086,6.400317E-05,0.0008958165,-0.0003348696,-0.00131658,0.01360286,-0.001215216,-0.0007462244,-0.0006239148,-0.0002497899,-0.0003081702,0.000265551,7.257619E-05,-0.001544869,-0.001114792,-0.001272177,-0.000904126,-5.485745E-05,-4.940053E-05,-0.0005728171,-0.0008817535,-0.001018126,-6.538859E-05,-0.0007991588,-0.000881821,0.006113667,-0.0002397813,-0.0009487184,0.0007459638,-0.0006754482,-0.0006269324
9,-0.0006563555,5.268688E-05,-0.0001193216,-0.001622851,-0.000304239,0.0002135552,0.004410143,0.01276684,-0.00123323,-5.787942E-05,-0.001062211,0.0001036261,-0.0008891735,-0.0001705751,-0.0002208733,0.0004573409,-0.001088162,-0.0006821095,-0.0001408001,-0.0009671616,-0.0004504512,-0.0003891633,0.0005538717,-0.0004569342,0.0007634858,-0.000447646,-0.0002163344,0.00038882,-0.0001368222,-0.0002854937,0.0001839152,-0.0005756795,0.0001805437,-0.0001217744,0.009330581,-0.001435258,-0.0005198619,0.0005180201,0.000137813,0.0003612778,-0.000593993,-0.0003510939,0.000623567,-0.0003200679,0.0005850723,-0.0006396879,0.0006865232,-0.000838722,-4.482433E-05,-0.001095157,0.0008984957,0.0006491096,-0.0005673746,5.508919E-05,0.0001513661,-0.0004492123,-0.0001609678,-0.0002847,0.0131054,0.0003435946,-0.000754763,6.554378E-05,-0.0001096672,-0.0008439967,4.949445E-05,-0.001115507,-0.001155867,-0.0009044209,-0.001558804,-0.000866311,-0.0005799371,9.409437E-05,0.0003928918,-0.000694893,-0.0001932042,-0.000321746,0.0007614351,0.0008700031,0.002115333,0.0002441085,-0.00052651,0.00157659,-0.0005267304,-0.0006586627
10,-0.0009330158,0.001623651,-0.0009759458,-0.0008287819,-0.0003355821,0.0006342195,0.008640525,0.01502788,-0.0008079556,3.63859E-05,-0.0002010168,-7.28962E-06,-0.0005718801,0.0005798309,0.0003276734,0.00122706,0.0008431643,0.0004881017,0.0005584396,-0.0001634292,-0.0006329647,0.0003102244,0.000705875,-0.0003316309,0.0002091391,0.0001483426,-0.000256595,-7.861456E-05,9.210677E-05,0.001385614,0.0006252998,0.002080792,0.0004035507,0.001363274,0.009264546,0.0008443445,0.0008087584,0.0001265497,0.001165303,0.0004219508,0.0002758067,0.001136375,0.001153185,-0.0001429429,-0.0001900769,0.0007219238,-0.0002938849,0.001951479,0.0002809086,0.0001606852,-0.001633228,3.094E-05,-0.0002857915,8.223832E-05,-0.0002223219,0.0002672964,-0.001266288,0.001053147,0.01684193,0.0001008396,0.0003417364,0.0003353491,0.0009179623,-1.451156E-05,0.0003603969,-0.001456191,-0.001540272,-0.0003121028,-0.0007061884,0.0005556665,-0.0003343848,-0.000293712,0.0005140785,-0.000269801,0.0004860497,5.93408E-05,0.0001537392,0.0006388763,0.003638683,-0.0006116869,-0.002049837,-0.0004550166,0.0002736167,-2.837174E-05
11,8.576978E-05,0.001797488,0.0008229449,-0.0006335271,0.0005277955,0.000891172,0.0117291,0.0189784,0.001085973,0.0009021841,0.0005790945,0.0004619065,0.0003311204,0.0004762463,0.0009177131,0.0006617666,0.0007210552,-0.0006558863,0.001358552,0.001125352,0.00130028,0.001051182,0.001679921,0.0009091338,0.00153437,8.339832E-05,0.000619487,0.001060363,0.000794241,0.001217259,0.001663813,0.001162453,3.684972E-05,0.00190929,0.01317505,0.0003676704,0.0002106916,0.0003209688,0.002581677,-9.571055E-05,0.001882853,0.001657731,-0.0002611578,0.001719721,0.0002773028,0.0003752337,0.001457598,0.001077373,0.001319423,-0.0005703619,0.0009747133,0.00138049,0.001025905,0.00183471,0.00149454,-0.001057316,0.0009953666,4.455939E-06,0.02007014,-0.000138453,0.0007917065,6.513562E-05,0.0003712026,0.0004286264,0.0006023612,0.0005513964,0.001818943,6.870371E-05,0.0006515457,0.0002495387,0.0003511655,0.001491988,0.0001800845,0.000365968,0.0004211919,0.002975329,-0.0002999157,0.0003724078,0.003821907,0.001382451,0.002134668,0.002052038,0.0004366038,0.0005272552
12,0.000560193,0.0006423514,0.0001631498,0.0003882186,5.780194E-05,0.001407163,0.01238474,0.02000595,0.002116424,1.001361E-05,0.0002441685,0.001570231,0.0006790958,0.0009830473,0.0006225754,0.001152945,0.001719712,0.0006029067,0.001488322,0.0009433321,0.0007266767,0.0007663092,0.0008397786,0.001435033,0.001593861,0.001637584,0.003760071,0.0005143379,0.002398423,0.00183408,0.002513636,0.002045108,0.0004527309,0.0007005933,0.01366861,-0.000145618,0.002721413,0.001647921,0.003078873,0.001489483,0.001078026,0.002122441,0.001500674,0.00166907,0.0007679509,0.002417233,0.002239355,-0.0008427685,0.001849373,0.0007159642,0.001808979,0.001688513,0.001697439,0.002173771,0.001449125,0.001298267,0.002005823,0.002399447,0.01840769,0.001424974,0.0006644187,0.000292651,0.000827564,0.0009312444,0.001492971,0.001137419,0.001507412,0.001917216,0.00233149,0.001825313,0.001547928,0.0001550851,0.001777341,0.0013836,0.001657046,0.0006490685,0.001403591,0.001483185,0.004796995,0.001254732,0.0005237511,0.002926346,0.0011989,0.001361628
13,2.168931E-05,0.00202249,5.047222E-05,0.0008771585,0.0009443278,0.002128665,0.01222553,0.02244445,0.002063386,-0.0001849683,0.0002574324,0.000270791,0.0002321874,0.001821046,0.002186313,-0.0004128793,0.0006091185,0.001237752,0.001437241,0.001259033,0.001600581,0.001202818,0.001138342,0.0005343264,0.0008957218,0.002799555,0.001095124,-4.740422E-05,0.001574473,0.001941172,0.002341083,0.001124132,0.00124317,0.001508426,0.01643335,-0.0007693495,0.002022803,0.001343357,0.002869009,0.00128589,0.0008649346,0.002038928,0.001576553,0.001103647,0.0009886862,0.001509399,0.001918718,0.001811104,0.001949392,0.002628297,0.001817416,0.001191763,0.0006961139,0.0006988877,0.001449476,0.000773037,0.001655581,0.001399462,0.02034371,0.00123704,-0.0003172101,-0.0003516702,0.0001073849,0.0007850393,0.0006836284,-0.0001125899,0.001723632,0.0005433968,0.001603944,0.001426911,0.0004404264,0.0006849843,0.001736466,0.001259983,0.0001779518,0.001534822,0.0007402528,0.0002706415,0.003823865,0.0005243132,0.001447715,-0.0007950063,6.307795E-06,0.001543935
14,0.0002756154,-0.0002264932,-2.884131E-05,-0.0004031289,0.0005895015,0.001609018,0.01349208,0.02247924,0.0009691466,6.5298E-05,3.667627E-05,-0.0001246001,0.000181337,0.0006800904,0.001857987,0.001212856,-0.0003747751,0.0006983344,0.0003333355,0.001436361,0.0003680995,0.001190319,0.001435217,0.00146633,0.001636719,0.00162685,0.001361662,0.000601168,0.001347947,0.000481083,0.001748973,0.002164274,0.001354561,0.0005839177,0.01498108,-0.001771829,0.001166584,0.001406031,0.001968404,0.000753772,0.0008025339,-7.922372E-06,0.0007049181,0.0001464503,0.0002647274,0.0008827739,0.002636223,-0.0002440916,0.001201993,0.001540698,0.0003860588,0.00106503,0.0003825505,0.000752039,0.002149878,0.0004142797,0.002659809,0.001372324,0.01875273,0.0001881387,-0.0002795608,0.0003085155,-5.172387E-05,-0.0003112089,0.0003187282,-0.001058947,0.0002472894,-0.0002688441,0.001188917,0.0002679228,0.0007343098,0.0001450408,0.001104457,0.0004637181,0.0004178864,0.0007286204,0.0005999518,0.0005125522,0.003538808,0.001759191,0.0006442477,0.0004005242,0.001505848,0.0005316164
15,-8.02754E-05,-0.0002196222,0.0002955185,0.0004253581,0.000757293,0.000589776,0.0139556,0.02369315,0.001003542,-0.0003012937,0.0004642236,0.0006056919,0.0005600257,0.0004013515,0.001667981,0.0007198201,0.001253476,0.0004717215,0.000718992,0.002423595,0.0005494899,0.001236649,0.0004560666,0.002416921,0.001801336,0.002071413,0.001332214,0.001592409,0.001156921,0.0005881853,0.001850011,0.00176717,0.000848528,0.002095571,0.01612977,-0.001660273,0.001522369,0.002068625,0.003208025,0.0008869607,0.001550575,0.001074836,0.0008163846,0.00215489,0.002291085,0.001032186,0.002705261,0.0008783147,0.0007481922,0.001279972,0.001533131,0.0016843,0.000554084,0.000668193,0.00113038,-0.0005679643,-3.091637E-05,0.0003073982,0.02012569,0.002205131,0.0002858783,-0.0006448418,0.0007140856,-0.000406665,0.0003638011,2.247741E-05,0.001329772,0.0006330777,0.00157881,0.0004315909,0.001114678,0.001534699,0.00145514,0.002010706,0.001374553,0.001293172,4.262711E-05,0.0004722716,0.004197029,0.001603468,0.0016471,0.0001561484,0.001530899,0.002336622
16,-0.0004327029,0.001371807,0.0001495129,0.00125864,0.0004477866,0.001473999,0.01345639,0.02565421,0.002335724,0.0004829605,-0.0002509832,0.000107011,-0.0001015616,0.001291411,0.0009745539,0.001324629,0.0001345099,0.001365668,0.00168712,0.002076491,0.0007192561,0.001133807,0.001852709,0.001484264,0.003272173,0.0005704143,0.002336692,0.0004365502,0.001382926,0.001173376,0.001534796,0.001096755,0.001402302,0.000611755,0.01578223,-0.001257004,0.000348247,0.0004746019,0.002380872,0.001068983,0.0001044219,0.001969963,0.002177858,0.0004414788,0.0008690766,0.0002920576,0.0007634552,-0.0005468395,0.001702417,0.0007443482,0.001489433,0.001153333,0.001414015,0.0009055879,0.0003849129,0.002044657,0.001025208,0.0009315315,0.02057741,0.001131417,0.0004258209,-8.945865E-07,-0.0005059267,-2.40981E-05,2.919211E-05,-0.000488773,0.001803403,-0.0001705802,0.0003425107,0.0005281775,0.0007295291,0.0006204713,0.001593304,0.001048324,0.001262796,0.001765716,-0.0002599141,-0.0003270434,0.00421724,0.001126349,0.001312325,0.002021291,0.00237881,0.001966415
17,0.0008273301,-0.0001853806,0.001758334,0.001431138,0.0003712325,0.001363679,0.01340131,0.02517234,0.000707169,0.0003651659,0.0003839161,0.001549164,0.0003358686,0.0002655486,0.001346169,0.00215029,-4.229799E-05,0.001224315,0.0008897521,0.001026321,0.0007459206,0.002210512,0.001582208,0.002025737,0.001063,0.001363131,0.0001481621,8.552555E-05,0.001112117,0.0002135903,0.00103225,0.0005281438,0.00169742,0.002300573,0.01678856,-0.002947952,0.001581878,0.001151339,0.002252668,0.00151261,0.001443495,0.001184906,0.0007457217,0.0001311643,0.001020007,0.001125684,0.000207228,0.0006488275,0.001766797,0.002232085,0.003616519,0.0006922805,0.001048049,0.001222044,0.00106893,0.0006352392,0.0004881422,0.003258461,0.02061476,0.001555161,0.0004140893,7.380265E-05,0.0007394007,-0.0004109511,0.001474963,-0.0004997322,-0.0004633888,0.001016422,-0.0007423736,0.0004542626,0.001308374,0.001220523,0.001138154,0.001526834,0.001909592,0.001376581,-0.0002520289,0.000964793,0.003781991,0.00113928,0.001474665,0.001156312,0.001756989,0.001421991
18,0.002028901,0.0004895043,2.120334E-05,-6.45361E-05,0.001002253,0.001411367,0.0138038,0.02577517,0.001851913,0.001141479,0.00077163,0.0005471234,0.000413796,0.001123052,0.0008908482,0.0003572046,0.001325297,0.001290576,0.001055934,0.001521795,0.0009458535,0.001947417,0.001841324,0.00263132,0.001694642,0.003271056,0.001659467,0.0005362729,0.001228868,0.0005424883,0.001214476,0.001693299,0.0006287527,4.037786E-05,0.0158464,0.003398839,0.002046646,3.347327E-06,0.002170813,0.002542931,0.003004935,0.00293354,0.001075161,0.001201169,0.0008498349,0.001314631,0.001268599,0.001657839,0.002194922,-0.0005827459,0.001319954,0.0006764206,0.001363246,0.0003752815,0.001520162,0.001914512,0.0006828021,0.002169183,0.02322502,0.003007217,0.0007356704,0.0001160847,0.0005600631,0.001118108,0.0003057861,-0.0002021509,0.0006502441,0.002208943,0.0007928183,0.0008391148,0.0007327104,0.001470573,0.00175435,0.002426539,0.002581043,0.0008937865,0.0006174354,0.0009174451,0.0029328,0.001243222,0.001323769,0.001965631,0.000997231,0.002012461
19,-0.0006383728,-0.0006312346,0.0001259082,0.002324139,0.001171867,0.001493879,0.0155595,0.026155,0.002570346,0.001895252,0.001007768,0.001097066,0.001281722,0.0008588245,0.0002837614,0.001475974,0.0005428958,0.00239269,0.0004244945,0.0005903967,-4.920485E-05,0.003085306,0.002779961,0.003092454,0.001994594,0.001988506,0.0001433271,0.0009527777,0.001035386,0.00151436,0.001094067,0.001444776,0.0007992578,-0.0001851471,0.01686583,-0.000472761,0.001471072,0.0001622236,0.002431908,0.003102754,0.003269386,0.002791354,0.001680404,0.0006494134,-0.0004744461,0.0004558971,-0.0004340463,0.001587052,0.0007002338,0.0001358208,-0.001139669,-9.879249E-05,-0.000130072,0.0002648094,-0.0007293695,0.001384053,0.0002754752,0.002027776,0.02204265,0.003040871,0.0003418209,0.0002562455,-0.0004657118,-0.001192293,0.0009676497,-0.0005428338,-0.0002589671,0.0004090349,0.001670266,0.000712677,0.0007882042,0.001619614,0.002641579,0.002245527,0.004373067,-0.002094157,0.0006803873,0.0004720946,0.004443938,0.0008303826,0.001378797,0.0005301234,0.000589448,0.0009155244
20,0.0002471453,-0.0004190929,0.0004549324,0.0002443088,0.000777976,0.0003397602,0.01523249,0.02578919,0.000525196,0.00320407,0.002609675,0.00309222,-1.303032E-05,0.0003713699,5.102799E-05,-0.001234311,-0.0005565343,0.001270294,0.000161417,0.001195787,0.0008128218,0.006034756,0.004700259,0.005666282,0.001585852,0.002164974,0.001430277,-9.798072E-05,0.001623446,4.272112E-05,0.0006830151,0.001083321,0.0001408636,-8.294752E-05,0.01687962,0.002245613,-0.0002420136,0.0004569516,0.001026722,0.00641564,0.006287721,0.006144125,0.001489379,0.001582754,0.001226157,-0.0004736175,0.0002525235,-0.0002789406,-0.0004488114,0.001537008,0.0008459891,0.0001669268,0.0009242744,0.0007398525,-0.0001199321,0.001288629,-0.0001318517,0.001246338,0.02144619,0.001081377,-0.0002358516,0.0008753146,-0.0004775083,0.0001670646,0.0004210112,-0.0004185319,0.0005772843,0.0009762169,0.0007894887,5.040413E-05,0.0006692081,0.0008785378,0.006482685,0.006385467,0.007440128,-0.0005186125,-0.001258008,0.001397468,0.003050149,0.0003373544,0.0002417928,-0.00050532,0.00244572,0.002237703
21,0.001485686,0.002087648,0.0004523408,0.001519726,0.00114616,0.0008402814,0.01479114,0.0258917,0.002269402,0.006561751,0.006726176,0.006615597,0.00118958,0.0001031123,-0.0003952144,4.235895E-07,0.001647172,0.0004202867,0.0005493537,0.0008976107,0.0005768058,0.01188834,0.009670892,0.00953891,0.0004974176,0.001498675,1.009603E-05,0.001148161,0.0003826523,0.0001683786,0.0002246142,0.0009184253,0.0008193706,-0.0006349853,0.01690758,0.001965215,0.0009254445,0.0006118556,0.001426422,0.01104341,0.01231275,0.0116368,-0.0006589501,0.0007713371,0.0003346711,0.0008497356,0.001182418,-0.0004726782,0.0001773092,0.0007226818,0.001807265,0.0009532641,0.0006170652,0.0004465091,-0.001062019,0.0004446193,3.167102E-05,0.001469593,0.02232773,0.002329733,0.00022113,0.0002501479,0.001049307,0.0001289279,0.0007413326,-0.00082222,-0.001078274,0.0009039598,0.001007376,0.0004197319,0.0004025971,-8.707734E-05,0.01302831,0.011782,0.0137475,-0.0003628449,-0.001030419,-0.0002881,0.001881037,-0.000160762,0.0007399897,-0.0004593654,0.001576564,0.001215432
22,0.001126054,0.0008866953,-0.000132466,0.001393122,0.00236677,-0.0003492627,0.01484707,0.02726065,0.001686048,0.01395161,0.01320549,0.01487258,0.0001284384,-0.001263768,2.212834E-06,-0.000205903,-0.0002096645,0.001116032,0.001152141,0.0009869835,0.0001050988,0.02323132,0.0202451,0.01902946,6.873856E-05,-0.0006452547,0.0003448873,-0.0002319951,-0.0003182636,0.0001998411,0.0005881916,0.0007014034,0.001193245,0.0001649915,0.01542317,0.001472335,0.0004012406,-0.0005235364,8.766916E-05,0.02358161,0.0254012,0.0244404,-0.0001248724,0.0001239233,2.490036E-05,0.001038686,0.0005690836,0.0006248835,0.0001619289,0.0002257248,0.002480695,0.001112791,0.001116127,0.001107913,0.0002751642,-0.0006977485,0.001357651,0.001501775,0.02098115,0.002152763,-0.001015377,-1.949463E-05,-5.176874E-05,-0.0005547259,0.0002469548,-0.001534981,-0.0001444053,0.0006686246,0.002264575,0.0005436468,0.0007065582,0.0002839507,0.02639491,0.02517749,0.02876527,-0.002170073,-0.0001326968,0.0008379299,0.003383629,-0.0004412116,0.002629761,-0.001305685,0.001906026,0.001447522
