Cycle\Fluorescence,A1SYBRGreenI,A2SYBRGreenI,A3SYBRGreenI,A4SYBRGreenI,A5SYBRGreenI,A6SYBRGreenI,A7SYBRGreenI,A8SYBRGreenI,A9SYBRGreenI,A10SYBRGreenI,A11SYBRGreenI,A12SYBRGreenI,B1SYBRGreenI,B2SYBRGreenI,B3SYBRGreenI,B4SYBRGreenI,B5SYBRGreenI,B6SYBRGreenI,B7SYBRGreenI,B8SYBRGreenI,B9SYBRGreenI,B10SYBRGreenI,B11SYBRGreenI,B12SYBRGreenI,C1SYBRGreenI,C2SYBRGreenI,C3SYBRGreenI,C4SYBRGreenI,C5SYBRGreenI,C6SYBRGreenI,C7SYBRGreenI,C8SYBRGreenI,C9SYBRGreenI,C10SYBRGreenI,C11SYBRGreenI,C12SYBRGreenI,D1SYBRGreenI,D2SYBRGreenI,D3SYBRGreenI,D4SYBRGreenI,D5SYBRGreenI,D6SYBRGreenI,D7SYBRGreenI,D8SYBRGreenI,D9SYBRGreenI,D10SYBRGreenI,D11SYBRGreenI,D12SYBRGreenI,E1SYBRGreenI,E2SYBRGreenI,E3SYBRGreenI,E4SYBRGreenI,E5SYBRGreenI,E6SYBRGreenI,E7SYBRGreenI,E8SYBRGreenI,E9SYBRGreenI,E10SYBRGreenI,E11SYBRGreenI,E12SYBRGreenI,F1SYBRGreenI,F2SYBRGreenI,F3SYBRGreenI,F4SYBRGreenI,F5SYBRGreenI,F6SYBRGreenI,F7SYBRGreenI,F8SYBRGreenI,F9SYBRGreenI,F10SYBRGreenI,F11SYBRGreenI,F12SYBRGreenI,G1SYBRGreenI,G2SYBRGreenI,G3SYBRGreenI,G4SYBRGreenI,G5SYBRGreenI,G6SYBRGreenI,G7SYBRGreenI,G8SYBRGreenI,G9SYBRGreenI,G10SYBRGreenI,G11SYBRGreenI,G12SYBRGreenI,H1SYBRGreenI,H2SYBRGreenI,H3SYBRGreenI,H4SYBRGreenI,H5SYBRGreenI,H6SYBRGreenI,H7SYBRGreenI,H8SYBRGreenI,H9SYBRGreenI,H10SYBRGreenI,H11SYBRGreenI,H12SYBRGreenI
11,0.0009159461,0.0005857154,0.0007812031,0.002076233,0.01462982,0.041271,0.01857058,0.002572037,0.001347506,0.03484279,0.0005825286,0.0291451,0.01109217,0.00190684,0.001127823,0.002343894,0.04764577,0.001927782,0.001817086,0.02029357,0.02732724,0.001816002,0.02856721,0.03392524,0.02968973,0.0002198171,0.0007023691,0.0304719,0.01739936,0.03342259,0.01978004,0.02464458,0.03377008,0.01794446,0.006142669,0.02586533,0.00333818,0.002861777,0.00255081,0.001718752,0.02247541,0.002764253,0.0004411164,0.001653924,0.01179917,2.680122E-05,0.01984094,0.0402026,0.0185427,0.03223262,0.001444432,0.02772658,0.01930587,-0.0001124801,0.002366959,0.01692655,0.02663996,0.01383266,0.007297946,0.01610913,0.0290376,0.002056889,0.001569335,0.01444797,0.002284122,0.01494719,0.02457206,0.02354256,0.02721096,-0.0004608799,0.01805624,0.03134948,0.000179147,0.0004667277,0.0006976672,0.001656125,0.01550336,0.02206616,0.02845431,0.003897667,0.03035462,0.001647808,0.03599165,0.003338367,0.0257203,0.001634543,0.01774092,-0.0009484779,0.00154114,0.02149981,0.03843168,0.000991967,0.0004477515,0.001485799,0.0312486,0.03010017
12,-6.878814E-07,0.002386823,0.0009393833,0.001629429,0.01717187,0.04451591,0.01906209,-0.001265114,0.001768173,0.03500959,0.004107612,0.03125724,0.01306532,0.000632143,0.001222803,0.003190531,0.0481027,0.002565628,0.003376108,0.02057072,0.02786987,0.00308173,0.02938943,0.03545242,0.03185936,0.002164106,0.0008053005,0.0326098,0.01731648,0.03560598,0.01964667,0.02555151,0.03423184,0.01864458,0.005860958,0.03039341,0.0003438391,0.0008473247,0.0006066026,0.002884002,0.02385565,0.00418013,0.002544597,0.0008439054,0.01124532,0.002123619,0.02049529,0.04054279,0.0202205,0.03254346,0.001902985,0.02970317,0.01976734,0.00123975,0.001419689,0.02062053,0.0275887,0.01506073,0.007030038,0.01895579,0.03043826,0.003229731,0.0008381083,0.01730825,0.002330709,0.01593154,0.0276543,0.02429808,0.02711057,0.002974554,0.01809845,0.03404507,-2.003092E-05,-0.000401069,0.000238561,0.001032586,0.01768834,0.02645718,0.02912662,0.001949839,0.03141453,0.002843783,0.03774795,0.0021208,0.02737428,0.001789974,0.01690229,0.002527572,0.002509666,0.02347696,0.03940642,0.002654762,0.0003730238,0.001726643,0.03167922,0.02944619
13,-1.36212E-05,-0.001555953,0.001265991,0.001039661,0.01529871,0.04491746,0.02130651,0.003316486,0.001514711,0.03550685,0.0005137469,0.03425508,0.01436582,0.003365924,0.001048232,0.0007748452,0.0487447,0.0005630064,0.0005316536,0.02046942,0.02987925,0.001187964,0.03355909,0.03616848,0.03239385,0.001338606,0.002923148,0.03308089,0.01901474,0.03641036,0.02387882,0.02580694,0.03577203,0.0209995,0.005890024,0.02824677,0.001032203,0.002013813,0.002798891,0.001561137,0.0253733,0.001266996,-0.000159236,0.001535255,0.01149569,0.002335299,0.02109542,0.04325442,0.01990432,0.03286738,0.001973025,0.03004174,0.02078626,0.0007908659,0.0002379105,0.02285006,0.02858278,0.01651886,0.008353508,0.01893816,0.02914268,0.001281786,0.003177922,0.01852714,0.001234425,0.01817776,0.0281052,0.02447615,0.02964195,0.00227014,0.01820247,0.03607645,0.000749743,0.0008671319,0.002185783,0.001995966,0.01716344,0.024347,0.03204884,0.003280104,0.03284772,0.001390124,0.03780228,0.00329403,0.02843844,0.001741193,0.01835501,0.001161103,0.00297353,0.02258452,0.04307726,0.003410905,0.00284,0.001427394,0.03409205,0.03251701
14,0.000437904,-0.000969968,0.001013237,0.001210804,0.0150526,0.04332555,0.02257214,0.001738665,0.002408203,0.03771742,0.002359523,0.03226139,0.01231915,0.002965627,0.00288368,0.002435997,0.05265826,0.001059643,0.000970776,0.02241416,0.03031938,0.001581337,0.03322828,0.03732176,0.03314967,0.002324782,0.003112592,0.03446895,0.018986,0.03674146,0.02444704,0.0259095,0.03625102,0.0222114,0.006219359,0.0307246,0.001119171,0.002089612,0.002546074,-0.0003570199,0.02640424,0.001618929,0.001902869,0.001794886,0.01225132,0.00170361,0.02312517,0.04452072,0.01932092,0.03390891,0.0024196,0.03078651,0.02291847,0.003468379,0.001244885,0.02388865,0.03177342,0.01722071,0.009033594,0.02018079,0.03135526,0.002804133,0.002023802,0.01638826,0.003139765,0.01773385,0.02866925,0.0264725,0.03083868,0.002273932,0.02043075,0.03743353,-0.0003103304,0.001201847,0.0002022916,0.002695918,0.02051222,0.02460756,0.03241901,0.003248359,0.03479455,0.002302814,0.03812112,0.002186759,0.02666882,0.001837629,0.01837134,0.003219624,0.001421725,0.02283203,0.04435965,0.002128307,0.001923744,0.003498249,0.03563416,0.03493905
15,-0.0009675567,0.000352701,0.0009267584,0.002206136,0.01905558,0.04339157,0.02341263,0.003138007,0.002285822,0.03816403,0.001494812,0.03509462,0.01450164,0.001867662,0.002208733,0.00367923,0.05412379,0.002780087,0.003489909,0.02421559,0.03135883,0.001164308,0.03506903,0.03793621,0.03279632,0.001736304,0.002190623,0.03617493,0.02070418,0.03859439,0.02453104,0.02644161,0.04083009,0.02407417,0.007094457,0.03345111,-0.0003216417,0.001576741,0.0009913727,0.002304195,0.02808202,0.00247589,0.001649161,0.003291133,0.01363467,0.001699826,0.02546042,0.04471396,0.01862246,0.03583279,0.002394571,0.03104058,0.02379295,0.002534687,0.002922082,0.02322442,0.03166648,0.01697027,0.008151888,0.02172914,0.03440276,0.002281368,0.00312804,0.0170678,0.003143372,0.01891562,0.02888867,0.0283976,0.03410302,0.003566519,0.0213774,0.03826046,0.0006883311,0.001715616,0.002091619,0.005021631,0.01783737,0.02862266,0.03314514,0.003251854,0.03606065,0.001744816,0.04029178,0.004442389,0.03026534,0.002719142,0.018458,0.00268466,0.002102192,0.02427222,0.04281504,0.001457401,0.0005774808,0.001721009,0.03680661,0.03525926
16,-0.0006192279,0.003647269,-0.00114808,0.003726449,0.01895088,0.0439926,0.02452433,0.001737016,0.003001419,0.04161993,0.003262932,0.03499101,0.01239216,0.0002759029,0.001638354,0.0009657425,0.05415249,0.003365633,0.002286557,0.02316032,0.03142197,0.002479742,0.0370503,0.04097626,0.03346061,0.001461468,0.001622381,0.03660134,0.021358,0.03973611,0.02441257,0.02802577,0.03837165,0.02201841,0.006982344,0.03424376,-9.752174E-05,0.0006818015,0.0001128174,0.002752406,0.02718706,0.001575961,0.002601102,0.0004808437,0.01311546,0.002882875,0.02760291,0.04751389,0.02182947,0.03769881,0.001459267,0.03358625,0.0214679,0.0001534741,0.0008002275,0.02488547,0.03283462,0.01804516,0.0077636,0.02242613,0.03323729,0.000873675,0.002946034,0.02140627,0.001577819,0.01900264,0.03124555,0.02721916,0.03346806,0.001217806,0.02191144,0.04012191,-0.000413911,0.001243869,0.0001210538,0.002941123,0.01809144,0.02814237,0.03488536,0.002972767,0.03782022,0.001962681,0.03973595,0.001234657,0.03138727,0.001585776,0.02028613,0.00285618,0.0006687377,0.02575978,0.04615959,0.002597695,0.002334397,0.003120613,0.03646326,0.0363857
17,0.001054475,-0.001758017,-0.0008774563,0.002585138,0.01882797,0.04405826,0.02378693,0.001827564,0.002003608,0.04179861,0.002894024,0.03477943,0.01354835,0.00171822,0.002356092,0.001963769,0.05445502,0.002990831,0.001101721,0.02398534,0.03237493,0.001670838,0.03768952,0.04192781,0.03310045,0.002892328,0.00261835,0.03723468,0.02195988,0.04098453,0.02720659,0.02756395,0.04018662,0.02319937,0.003663357,0.0327143,4.023221E-05,-0.0002409948,0.0006606161,-6.238536E-05,0.02839703,0.002137921,0.001153205,0.001313881,0.01423297,0.003175621,0.02630059,0.04922704,0.01825493,0.03722656,0.002106462,0.0331724,0.02119686,0.001922144,0.002085896,0.02462874,0.03378824,0.01619527,0.006600146,0.02271601,0.03438105,0.003239903,0.002601898,0.01807109,0.003462726,0.01910704,0.03321801,0.02853138,0.03591443,0.001900355,0.02360088,0.0418683,0.0004334903,0.0008455681,5.3285E-05,0.001032937,0.01972316,0.02608535,0.03601138,0.002221838,0.03911357,0.003203053,0.04060352,0.002246231,0.03009309,0.001518843,0.01990202,0.001633613,0.002114385,0.02509377,0.04594608,0.002202086,0.002468513,0.001330381,0.0384977,0.03801
18,-0.001126799,0.001285283,-3.283698E-05,0.002632848,0.0169302,0.04518666,0.02383477,0.001785325,0.002424274,0.04351715,0.002050967,0.0370558,0.01320025,0.0007574617,0.001125001,0.003401035,0.057834,0.002424482,0.003880769,0.02490684,0.03245026,0.001545555,0.0385829,0.04333853,0.03422163,0.001902847,0.001764754,0.03642319,0.02062376,0.04251464,0.0267786,0.02763141,0.03938291,0.02399599,0.006169121,0.03523861,0.0004412036,-0.0008907818,-0.001149863,0.001860266,0.02788957,0.001093601,0.003127464,0.001398564,0.01309191,0.002152113,0.02676447,0.0484761,0.0212713,0.03902892,0.001857607,0.03422697,0.02038927,-0.0002325469,0.001095126,0.02565678,0.03492001,0.01780989,0.008825834,0.02349257,0.03443753,0.00161128,0.002504337,0.01797144,0.001148881,0.01922671,0.03262398,0.0301709,0.03555164,0.001990396,0.02230266,0.04240556,-0.0006099436,-0.00101735,-0.0001949026,0.001008995,0.01891885,0.02831805,0.03701898,0.002428297,0.03817555,0.0015401,0.03985919,0.00215486,0.02872172,0.002904075,0.01899441,0.004076957,0.001934396,0.02359975,0.04794633,0.004091018,0.003016888,0.003297301,0.03825507,0.04020194
19,-0.0009027123,0.001120192,-0.0001816671,0.001273577,0.02095976,0.04445865,0.02513891,0.00215262,0.001262612,0.04146113,0.000318602,0.03473623,0.01466811,0.004223788,0.00276758,0.004090598,0.05606572,0.002681196,0.0004828795,0.02473261,0.03225002,0.002210507,0.03642442,0.04389906,0.03389537,0.001502697,0.001774894,0.04030891,0.0238288,0.04458667,0.02815047,0.03015668,0.04042276,0.02334029,0.005570217,0.03508644,-3.798866E-05,-0.0009350576,0.001021564,0.002255341,0.02924314,0.003545099,0.001586629,0.002160425,0.01415977,0.002533037,0.02643181,0.05026387,0.02158185,0.0371136,0.00230568,0.03475253,0.02431548,0.003192901,0.001932169,0.02710776,0.03445332,0.01872769,0.009097428,0.02338226,0.0326331,0.001901006,0.002679698,0.0189259,0.001172922,0.0217331,0.03262756,0.02837127,0.0387239,0.002178605,0.02322966,0.04286028,-2.21956E-05,-0.0001394627,-0.001722334,-0.0001880088,0.01840176,0.02942085,0.03715658,0.001933194,0.04154057,0.002392187,0.04230017,0.002710119,0.03035279,0.00263747,0.02286636,0.0017455,0.002972146,0.02688594,0.04802795,0.004412445,0.003345467,0.003256035,0.03965284,0.04289662
20,-0.0008413835,0.0004450792,-0.000703489,0.002918104,0.01991168,0.04463576,0.02387381,0.003063547,0.002085883,0.04385475,0.001237735,0.03842795,0.01466768,0.001830487,0.001476847,0.001276895,0.0574632,0.003070619,0.001873883,0.0245681,0.03331905,0.0008181147,0.03945874,0.04719333,0.03491896,-0.0001018956,0.002283878,0.03738606,0.02292247,0.04591583,0.02669358,0.03000412,0.04211268,0.02479455,0.005384664,0.03854385,-0.0003873131,-0.0006274814,-0.001634051,0.0007064702,0.02824384,0.001048566,0.001042013,0.0008375337,0.01370253,0.001262776,0.02878012,0.05190105,0.02025381,0.0397703,0.0008972742,0.03477225,0.02169818,0.0006093419,0.00187196,0.02389572,0.0376968,0.01722286,0.007524869,0.02285144,0.03427318,0.002110449,-0.0004247244,0.01844254,0.001171596,0.02131204,0.03331866,0.02983349,0.03856821,0.001294689,0.0235357,0.04328169,0.0008473845,-0.001004487,-0.0009954057,0.001386973,0.01766418,0.02916978,0.03654999,0.0035232,0.03998158,0.002349317,0.04088705,0.002009427,0.03034179,0.001277203,0.02108517,0.002439234,-0.0002536764,0.02574001,0.04764276,0.001483685,0.001438417,0.003354586,0.03918863,0.0417363
21,-0.0009414111,-0.002664052,-0.0004628587,-4.657801E-05,0.0186217,0.04474822,0.02392529,0.001916952,0.0009757166,0.04437309,0.0005029483,0.03719233,0.01257468,0.001778246,0.001753078,0.001834259,0.05766815,0.003422125,0.002271171,0.02259548,0.03362489,0.001348362,0.04006941,0.04625511,0.03330258,-0.000194848,0.0003781728,0.04036367,0.02392612,0.04513349,0.02867534,0.02732479,0.04058559,0.02494169,0.004750179,0.03682143,0.0001129256,-0.00174686,-0.001379429,-0.0002168388,0.02935067,0.00234009,0.001459879,0.0006195478,0.01253563,0.001013661,0.02568071,0.05248456,0.01994432,0.04006582,0.0003280266,0.0334525,0.0239514,0.0008048033,0.00125029,0.0253137,0.03589362,0.01709979,0.007701892,0.024274,0.03462915,0.002086285,0.0009193367,0.01807645,0.0005044169,0.02022108,0.03479218,0.02893664,0.03791032,0.002018612,0.02297849,0.0462813,-0.001631911,-4.803081E-05,-0.0006564361,0.001310769,0.01856603,0.02992516,0.03664798,0.001565583,0.04023689,0.002408627,0.03990851,0.00250846,0.03181763,0.00100606,0.02078813,0.00281391,0.0008011928,0.02377027,0.05013777,0.003436525,0.002214809,0.0008918653,0.03858092,0.04383755
22,-0.00141631,-0.002538277,-0.001000621,-6.058494E-05,0.01795346,0.04581125,0.02409908,0.002614896,0.001953475,0.04395461,0.002047061,0.03663515,0.01257313,0.001420582,0.003282569,0.0003965591,0.05952224,0.001481609,0.001772129,0.0249119,0.03431598,0.0004811132,0.04052042,0.04617693,0.0347378,-0.0002426877,-0.001157759,0.04086572,0.02343523,0.04424454,0.02819315,0.02921424,0.04129794,0.02455505,0.003537307,0.03597066,0.001514089,0.0005162783,6.438854E-05,0.0007674764,0.02994926,0.001262613,0.0004454801,0.001793836,0.01267605,0.0008335229,0.02809711,0.05027615,0.0207808,0.04045082,0.001190813,0.03448466,0.02261014,0.000680513,-0.0007464875,0.02566066,0.03582415,0.01699026,0.00819829,0.02451323,0.03266187,0.002244419,-0.0002570699,0.01724486,0.001286614,0.01935798,0.03354192,0.03009153,0.04071448,0.001329631,0.02263295,0.04657452,3.162318E-05,-0.000384918,-0.0008158773,0.0005325649,0.01908358,0.02857426,0.03775992,0.002119887,0.04030956,0.001914051,0.04128417,0.001180606,0.0315473,0.0004853263,0.02163013,0.001326329,-0.0005220998,0.02460813,0.0500112,0.001737471,0.001555332,0.0009192707,0.03867604,0.04454109
23,-0.00138169,-0.002299454,-0.0007759074,-0.0001222464,0.01887365,0.04486047,0.0246956,0.001461727,0.002439681,0.04549405,0.003618802,0.03827353,0.01164468,-0.0006114827,0.001115018,-0.0002451052,0.05961836,0.001565734,0.002745484,0.02330306,0.03433699,0.0002160865,0.04122763,0.04865625,0.03274775,0.001039945,0.002431507,0.03814528,0.02286529,0.04722661,0.02863674,0.02998121,0.04342576,0.02579349,0.004034177,0.03830212,0.004498695,0.004748679,0.004376182,0.0003244392,0.03136181,-0.0008200834,0.0004349395,0.002142604,0.01395568,0.001131958,0.02834625,0.05342498,0.02022081,0.04085103,0.0003633052,0.03634305,0.02503089,0.0008504247,-0.0006510324,0.025856,0.03800159,0.0186005,0.007845926,0.02437594,0.03505467,0.002238365,-0.0001674983,0.01646661,-7.319336E-05,0.02114633,0.03697456,0.03034204,0.04125362,0.001261208,0.02372047,0.04579791,0.001441285,0.0002867738,0.001118691,0.0009189474,0.01955068,0.03130979,0.0369718,0.002794273,0.0411324,0.000936762,0.04162766,0.001208726,0.03141445,0.001316921,0.02125249,0.00140669,0.0004054875,0.02603693,0.05160591,0.002696574,0.001073885,0.00104195,0.03950823,0.04541608
24,0.0003975336,-0.002346798,0.0003087951,-0.0004620229,0.01938023,0.04219013,0.0262834,0.000816694,0.000496218,0.04508654,0.003045301,0.03976038,0.01425796,-0.0005125623,0.0003579663,0.0023059,0.06096573,0.002433044,0.001260957,0.02329426,0.03258143,-8.207503E-05,0.04104309,0.04929323,0.03274614,0.0008374327,0.000409288,0.04082385,0.02418016,0.04656772,0.02875365,0.02857915,0.0427299,0.02439195,0.002186412,0.0375572,0.01160729,0.01212145,0.01332304,-0.0007562642,0.02962426,0.0008085915,0.001244927,-5.835716E-05,0.01238597,0.001372083,0.0285196,0.05146793,0.01889631,0.03937702,0.0003292925,0.03637434,0.02248262,-0.0009016329,-0.0007132746,0.02693039,0.03867416,0.01748162,0.006169313,0.02430763,0.03236944,0.00336171,-0.0001414265,0.01791367,0.002257025,0.02156589,0.03720473,0.02976239,0.04017946,-0.000351944,0.0268478,0.04839147,0.002002581,0.003073193,0.003850582,0.00177286,0.01933997,0.02859053,0.0387784,0.0009371586,0.0428755,0.001888915,0.04245427,0.001344981,0.02974481,0.001263602,0.01913455,0.001163436,0.0004249818,0.02428761,0.05056515,0.001649243,0.001176511,0.001188139,0.03918521,0.04736454
25,0.002906349,0.003123798,0.0024962,0.002392617,0.01979997,0.04529617,0.02366995,0.001072238,0.001572287,0.04649787,0.00104114,0.03960459,0.01182255,0.001999511,0.001377788,0.002050882,0.06156052,0.002728982,0.000621327,0.02523618,0.03493771,0.0004042365,0.04212982,0.0512724,0.03265956,-0.0007721724,0.0009336214,0.0413791,0.02273911,0.04821272,0.0272792,0.03078587,0.04252368,0.02451317,0.003703066,0.03933118,0.02856958,0.02749134,0.03028395,-0.0006914503,0.02958211,0.0006859056,0.000251535,0.0007600462,0.01501899,0.001626429,0.02944276,0.0552175,0.02075407,0.04219383,0.00092783,0.03734446,0.02183444,0.0008069641,-0.001109946,0.02584855,0.04012419,0.02074457,0.007624984,0.02595501,0.03389001,-0.0003144402,-0.001082737,0.01847827,0.001453152,0.01906314,0.03635551,0.03136717,0.04355852,0.001397832,0.02417454,0.04877082,0.003624762,0.006306914,0.007214639,-0.001353587,0.01907447,0.03025649,0.0382405,0.001424896,0.04351542,0.001671987,0.04226483,-0.0008506263,0.02969392,-0.0001601967,0.02032637,0.0002670885,8.501804E-07,0.02375728,0.05294085,0.001114581,0.001062081,-5.519294E-05,0.03931912,0.04708166
26,0.00735745,0.005975411,0.007346997,-0.0009509576,0.01917484,0.04381917,0.02607019,0.0003719871,0.002713896,0.04907788,0.0004930258,0.03931524,0.01211507,-0.002730975,-0.001684396,0.00183069,0.06187175,0.001212091,9.691012E-05,0.02456963,0.03296221,-0.002084533,0.04202282,0.05239,0.03347098,-0.001131506,0.0008565498,0.04170649,0.02171193,0.04819229,0.02800352,0.02846097,0.0432154,0.02495288,-0.0001178081,0.03859951,0.06472813,0.06097236,0.06472006,-0.001552867,0.02922164,-0.0006036626,-0.0008723521,-0.0002036344,0.01292532,0.0007358983,0.02928947,0.05564557,0.02120841,0.04177624,-0.0005090219,0.03575207,0.02252526,9.635233E-05,-0.0005903287,0.02566754,0.04101979,0.01793454,0.007704464,0.02362862,0.03378022,0.002546767,-0.001132998,0.01707871,-0.0004942972,0.02049053,0.03768788,0.03137952,0.0448336,0.0003393287,0.02322879,0.04857942,0.008372764,0.01195066,0.01672556,9.285895E-05,0.0186081,0.03007482,0.03672341,0.003835241,0.0452277,0.001304255,0.04281102,-0.0002899502,0.03149435,-0.001189188,0.01956354,-0.0006579086,-0.001175063,0.02567339,0.05256911,0.001537839,-0.001750853,0.0002902062,0.04044463,0.04747219
27,0.01940418,0.01599682,0.01730885,-0.002628967,0.01915766,0.04394143,0.0224356,0.0002686149,-0.0001892641,0.04792906,0.001276261,0.03801207,0.01405948,-0.001096412,-0.002751278,-0.003140837,0.06284393,-0.001947002,0.0002253682,0.02376585,0.03513938,-0.001485841,0.04236683,0.05289756,0.03402518,-0.002819879,0.001394139,0.04088949,0.0221463,0.04712256,0.02866669,0.02939515,0.0419451,0.02487185,0.0009572484,0.040915,0.1327752,0.1255888,0.1337811,-0.002034237,0.02749284,-0.0009163343,-0.001598388,-0.001775977,0.01239633,0.001398419,0.02992765,0.0584237,0.02104234,0.042835,-0.0007354197,0.03757426,0.02296052,0.0002932059,-0.001164407,0.02533832,0.04011104,0.01888537,0.009805723,0.02520641,0.03467261,0.001124587,-0.0013285,0.01628262,-0.0007253246,0.02038526,0.0378934,0.03040266,0.04419824,-0.001298358,0.02493863,0.04854291,0.01858928,0.02685599,0.03575102,-0.001027871,0.0176303,0.03045578,0.03964143,-0.0004293753,0.04214118,-0.0007300698,0.04259203,-0.001017663,0.02974223,-0.001020144,0.02115399,-0.0003405327,-0.00164981,0.02508967,0.05296736,0.002561553,-5.562509E-06,-0.001472186,0.03957792,0.0496211
28,0.0416261,0.03638446,0.04201654,-0.00176488,0.01876547,0.04453974,0.02598321,0.001927612,0.001350268,0.04831567,0.002667303,0.04126471,0.01229353,-0.003143981,-0.0001443534,-0.0005813031,0.06260327,0.0001643801,-0.0001372015,0.02463272,0.03353845,-0.0004181931,0.04231523,0.05221375,0.03469396,-0.001358943,0.001271021,0.04087107,0.02474024,0.05141452,0.02868558,0.0292365,0.04290403,0.02527904,-0.0005381714,0.04110945,0.2567782,0.2475851,0.258248,-0.0001364573,0.03071338,-0.0006576517,-0.001428145,0.001093253,0.01369133,-0.00143556,0.02936292,0.05604211,0.02148471,0.04265795,-0.0003936448,0.0382002,0.02337698,-0.0008980667,0.0004625067,0.02805382,0.04212575,0.01967986,0.009559744,0.02475694,0.03519382,0.0001835036,-0.0001789832,0.01621669,-0.0006963517,0.02072888,0.03912395,0.03192618,0.04468759,-0.0004678407,0.02455941,0.05027828,0.04153619,0.05901651,0.07693739,0.0005273359,0.01835485,0.02931334,0.03969722,-0.0003423448,0.04432099,0.001501096,0.04283333,-0.001835123,0.03206372,-0.0009645497,0.0200484,-0.0004900235,-0.002644849,0.02522636,0.05303143,0.001557061,-0.0004650879,-1.009626E-05,0.04189803,0.04764242
29,0.08678789,0.07633127,0.08960229,-0.0007570475,0.0184859,0.04208557,0.02507111,0.001042645,0.001452596,0.04811185,0.001161931,0.0416005,0.01114757,-0.0008047741,-6.796308E-05,-0.0001703529,0.06479676,7.39561E-05,0.0008821017,0.02337125,0.03510794,-0.0003878599,0.04262871,0.05334563,0.03374337,-0.002551791,0.0006246376,0.04102251,0.02019406,0.05003469,0.02846492,0.0302168,0.04295427,0.02431154,-0.001829838,0.04059136,0.4622633,0.4422342,0.459547,-0.001795625,0.02782899,-0.001687445,-0.0006945432,-0.001305275,0.01307861,2.908607E-05,0.02969995,0.0561676,0.02191166,0.04271046,-0.001155276,0.03837062,0.02348874,-0.00109831,-0.00253483,0.02692463,0.04222823,0.02043064,0.008100355,0.02441619,0.03352057,0.001285721,-0.002210619,0.01580775,-0.00224922,0.01897167,0.03878229,0.03104847,0.04563867,-4.190979E-05,0.0253776,0.05334143,0.08409552,0.1168401,0.1504455,-0.0009500447,0.01685036,0.02952192,0.03773483,0.0007595044,0.04493059,0.002735829,0.0414829,-0.001423121,0.02983964,-0.001907318,0.0193717,-0.0008667616,-0.002204802,0.02325943,0.05171788,0.0004121113,-0.0007534294,-0.002371973,0.04155545,0.04826962
30,0.1801807,0.1613811,0.1827799,-0.001143692,0.01820826,0.04221069,0.0267217,-0.000648898,-0.0004300089,0.04666262,0.0007631553,0.03976514,0.01073019,-0.0002275642,7.736433E-05,0.0004090439,0.06351266,-0.0002001696,-0.00105642,0.02303215,0.03425823,-0.0007616461,0.04142679,0.05426498,0.03416655,-0.0008953644,0.00121246,0.04428499,0.02169303,0.05064059,0.02820035,0.02926708,0.0442136,0.02611334,-0.003406488,0.03986597,0.747045,0.7189538,0.7364756,-0.002969141,0.03017909,-0.001133755,-0.002215639,-0.001738787,0.01348502,-0.0008251786,0.02847519,0.05592227,0.02023959,0.04052917,-0.001474492,0.03860197,0.02385559,-0.0008938532,-0.002365269,0.0262851,0.04150778,0.01941135,0.007517238,0.02505367,0.03284373,-4.8665E-06,-0.0007571019,0.01757227,-0.001491678,0.02144596,0.03777528,0.03169611,0.04586865,-0.0008549862,0.02553852,0.05268066,0.1660158,0.2199385,0.2805776,-0.001435867,0.01839909,0.03022324,0.03938122,0.0005665625,0.045042,0.001301901,0.04268768,-0.001183047,0.0292971,-0.002164841,0.01882352,-0.0008873268,0.001430695,0.0239399,0.05399495,0.00214022,1.407887E-05,-0.001794569,0.04100055,0.05082479
31,0.3463013,0.3155734,0.3517973,-0.002843554,0.01828732,0.04164499,0.0241302,-1.866157E-05,0.0004447576,0.04898637,-0.001312688,0.04009811,0.01321814,-0.003000706,-0.002086314,-0.001408194,0.06400485,-0.0008233939,-0.0001653604,0.02284838,0.03351302,-0.003156758,0.04326614,0.05516049,0.03399753,-0.002285845,-0.0004113798,0.04155984,0.02345368,0.05076005,0.02881411,0.02831218,0.04499454,0.02562324,-0.005326233,0.04111618,1.085236,1.044081,1.056731,-0.002489292,0.0309477,-0.001204613,-0.001778019,0.0008550481,0.01285494,-0.0001761692,0.03034827,0.05709603,0.01917679,0.04035449,-0.002926294,0.03697015,0.02368077,0.0001393388,-0.001193773,0.02580998,0.04142464,0.01686118,0.007767155,0.02614551,0.03411921,0.001407619,-0.001148504,0.01568921,-0.002946586,0.01978619,0.0388627,0.02997863,0.0454623,-0.002479342,0.02353853,0.05239555,0.3045255,0.3880886,0.4825188,4.30668E-05,0.0183118,0.0323546,0.03723268,-0.001091504,0.04459176,-0.0002412542,0.04214703,-0.001708004,0.02922299,-0.001900477,0.01942393,0.001089802,-0.001357434,0.02646955,0.05475121,-0.0001410312,-0.00236062,-0.003501879,0.0402819,0.04916887
