Cycle\Fluorescence,A1SYBRGreenI,A2SYBRGreenI,A3SYBRGreenI,A4SYBRGreenI,A5SYBRGreenI,A6SYBRGreenI,A7SYBRGreenI,A8SYBRGreenI,A9SYBRGreenI,A10SYBRGreenI,A11SYBRGreenI,A12SYBRGreenI,B1SYBRGreenI,B2SYBRGreenI,B3SYBRGreenI,B4SYBRGreenI,B5SYBRGreenI,B6SYBRGreenI,B7SYBRGreenI,B8SYBRGreenI,B9SYBRGreenI,B10SYBRGreenI,B11SYBRGreenI,B12SYBRGreenI,C1SYBRGreenI,C2SYBRGreenI,C3SYBRGreenI,C4SYBRGreenI,C5SYBRGreenI,C6SYBRGreenI,C7SYBRGreenI,C8SYBRGreenI,C9SYBRGreenI,C10SYBRGreenI,C11SYBRGreenI,C12SYBRGreenI,D1SYBRGreenI,D2SYBRGreenI,D3SYBRGreenI,D4SYBRGreenI,D5SYBRGreenI,D6SYBRGreenI,D7SYBRGreenI,D8SYBRGreenI,D9SYBRGreenI,D10SYBRGreenI,D11SYBRGreenI,D12SYBRGreenI,E1SYBRGreenI,E2SYBRGreenI,E3SYBRGreenI,E4SYBRGreenI,E5SYBRGreenI,E6SYBRGreenI,E7SYBRGreenI,E8SYBRGreenI,E9SYBRGreenI,E10SYBRGreenI,E11SYBRGreenI,E12SYBRGreenI,F1SYBRGreenI,F2SYBRGreenI,F3SYBRGreenI,F4SYBRGreenI,F5SYBRGreenI,F6SYBRGreenI,F7SYBRGreenI,F8SYBRGreenI,F9SYBRGreenI,F10SYBRGreenI,F11SYBRGreenI,F12SYBRGreenI,G1SYBRGreenI,G2SYBRGreenI,G3SYBRGreenI,G4SYBRGreenI,G5SYBRGreenI,G6SYBRGreenI,G7SYBRGreenI,G8SYBRGreenI,G9SYBRGreenI,G10SYBRGreenI,G11SYBRGreenI,G12SYBRGreenI,H1SYBRGreenI,H2SYBRGreenI,H3SYBRGreenI,H4SYBRGreenI,H5SYBRGreenI,H6SYBRGreenI,H7SYBRGreenI,H8SYBRGreenI,H9SYBRGreenI,H10SYBRGreenI,H11SYBRGreenI,H12SYBRGreenI
30,2.163178,2.158375,0.02180948,0.01207549,2.217269,2.219485,0.0002156209,0.01050288,-7.070738E-05,-1.925251E-05,0.001753,0.007073719,2.008137,2.008399,0.008078012,0.001019383,2.169051,2.143516,-0.002404269,0.001294459,0.01033164,0.007185767,-0.0004173533,0.01300365,1.645816,1.779815,0.005159121,0.008576008,1.802538,1.771512,0.01458996,0.002543279,-0.0008278654,-0.004237418,0.007570228,0.0005984188,0.09022595,0.09496541,0.005225116,0.008036152,0.2417371,0.2159342,-0.0009142211,0.00636587,0.008959712,0.001814472,0.001098986,0.0008780842,0.004049256,0.003229719,0.0006125612,0.0009175015,1.159257E-05,-0.0002822228,-0.0007564687,0.0009914541,0.0004322726,0.004707704,0.001454575,-0.001475784,0.01392978,-0.000713221,-0.0003872288,0.005022186,0.01399434,0.005792501,0.001640486,-0.001646928,1.039006E-06,0.006151528,-0.0007404468,-0.0009004453,0.009621767,0.0121783,0.008082138,-0.001492681,-0.0003055107,0.001987838,0.003977657,0.0007190606,-0.0003914261,0.0151032,-0.001169497,0.007863003,0.003350488,0.004929977,0.00262547,0.00317464,0.002811819,0.0002591848,0.00484512,0.006637132,0.0009516876,0.0006549746,0.002165089,0.02220553
31,2.174692,2.16471,0.02126664,0.01272065,2.222247,2.218626,-0.0001420251,0.01071503,0.001371092,-0.0003202123,-0.002240488,0.003918789,2.051119,2.045867,0.007980129,0.0006243843,2.186743,2.16229,-0.002804299,0.001241585,0.02290463,0.01737579,0.0003257082,0.01435176,1.82059,1.9494,0.004827595,0.007070917,1.878783,1.844662,0.01542109,0.002718175,0.0008943776,-0.00666304,0.006813293,-0.0004781999,0.174667,0.1887564,0.005610415,0.007207545,0.4343949,0.398361,-0.001066434,0.006192342,0.008719207,0.0009612718,-0.0005934261,-0.0005173189,0.004363655,0.00343694,-0.0007092139,-0.0006548696,-0.001256795,0.0008561493,-0.001635602,-0.0001904217,0.0004950779,0.006094814,-0.0003567875,-0.001199724,0.01507329,0.0002660544,-0.0001744676,0.003440959,0.01353058,0.004086833,0.002287888,-0.0005916705,-0.000518424,0.00598202,-0.0005426566,-0.0008980876,0.008964695,0.01240706,0.008624422,-0.001331263,0.0008592593,0.0001382253,0.002429652,0.0003637139,0.0009132433,0.01524405,-0.001080996,0.008930674,0.003819234,0.004162613,0.001512409,0.0001884899,0.002655775,-2.585481E-05,0.003627514,0.00618533,4.261986E-06,-0.002080021,-1.907127E-05,0.02241721
32,2.186998,2.175754,0.02404389,0.0124412,2.229956,2.225599,-0.0007732634,0.01221807,0.003778799,-0.001121514,-0.0004823327,0.002944649,2.090344,2.080327,0.008192652,0.001850175,2.201265,2.179224,-0.00146603,-0.001430861,0.05564657,0.0380953,-0.001265245,0.01259385,1.941071,2.070605,0.004822277,0.007633823,1.93968,1.899246,0.01646701,0.002643639,-0.0008439361,-0.008372745,0.007495373,-0.001264083,0.3305117,0.3501108,0.005666958,0.008490767,0.7083316,0.6728111,-0.001988157,0.006905016,0.00942522,-0.0008328677,-0.0008975401,-0.00128488,0.004804392,0.002205275,-2.493008E-05,0.002279604,0.0001316145,0.0002422582,-0.0001596199,0.001824221,-0.0001497935,0.006126288,0.00100361,-0.0009236635,0.01483515,5.50146E-05,-0.000654029,0.004039436,0.01355438,0.005315716,0.003500174,-0.0003720711,0.0001990302,0.007756994,-0.000684097,-0.0004358836,0.01068709,0.01471311,0.01097735,-0.0002278687,-9.771672E-06,0.001150426,0.002793123,-0.0001283396,-0.0004861423,0.01595293,-0.001121804,0.0105422,0.003493517,0.003301425,0.002345843,0.001687789,0.002348226,0.00023965,0.002758702,0.006413516,-0.0004688157,3.937932E-05,0.0005200407,0.02441022
33,2.195813,2.170915,0.02319034,0.01491583,2.228501,2.227109,-0.0004755554,0.01296486,0.01326975,0.002888479,-0.003188514,0.007010981,2.121253,2.107445,0.008441838,0.001136515,2.217167,2.188148,-0.001068684,-0.002143167,0.1117759,0.07786561,-0.0002492099,0.01507587,2.027711,2.156051,0.005513542,0.008408506,1.981927,1.939954,0.0158959,3.290246E-05,0.0003213841,-0.00656388,0.006358427,-0.003258422,0.5754232,0.5944458,0.005020251,0.007577251,1.011567,1.001929,0.0006519343,0.006471925,0.008623064,-0.0006776042,0.0002558565,-0.001506989,0.00510046,0.004760548,-0.0001352747,-0.001564457,0.00142391,0.0009478003,0.001039633,0.0004619498,0.0004400988,0.004313701,-0.0002305316,0.0002495243,0.0130383,-0.0009551101,0.0003240764,0.004273196,0.01253764,0.007499665,0.001172798,-0.0008732799,-0.0006578365,0.008249705,-5.720963E-07,0.0007068473,0.01111489,0.01456257,0.009043779,0.001519766,0.002084978,0.001892913,0.002036402,0.0001574727,-0.002092391,0.01818757,0.000453768,0.00921607,0.003101577,0.003703785,0.002433487,0.00307526,0.003882376,0.0002600699,0.005940204,0.00827014,5.803919E-05,0.0009926984,0.0003888998,0.02614476
34,2.202521,2.174367,0.02463777,0.01293767,2.23122,2.230608,-0.0002368464,0.01008526,0.02943132,0.001366002,-0.003010627,0.003740464,2.145813,2.12721,0.00836875,0.004194795,2.222349,2.197847,-0.001601924,-0.001530775,0.2210923,0.1560283,-0.001811461,0.01507221,2.089258,2.210441,0.00492603,0.008656424,2.012683,1.9787,0.0139641,0.001889819,-0.0005725628,-0.007274269,0.006372419,-0.002095064,0.9021164,0.8966169,0.002993488,0.006104063,1.275336,1.30772,-0.0006418661,0.005892678,0.01004772,-0.0003770163,-0.002449889,0.001191931,0.004669349,0.003639244,-0.001679769,-0.000989922,-0.0008289639,-0.000718845,-0.001906958,-0.001925659,-0.001935791,0.004209494,-0.0009826706,-0.0007989677,0.01310784,-0.0003886388,-0.001792992,0.001314575,0.01180944,0.004984899,0.001375457,-0.0007466876,-0.0005046265,0.007355846,-0.0003002331,-0.0005534202,0.01018442,0.01328499,0.009744141,-0.001341284,-0.001426298,0.0008206971,-9.267215E-05,-0.0003523516,-0.00213763,0.0173326,-0.001216351,0.01022929,0.000545666,0.002879813,0.001598096,0.003462999,0.004249373,0.0003462443,0.002369258,0.007464528,-0.001562475,-0.0004118318,-0.001967683,0.02381032
35,2.207788,2.18108,0.02505284,0.0145362,2.236216,2.235146,-0.001057168,0.01191531,0.06782953,0.004046143,0.0002335478,0.005627468,2.165074,2.14166,0.0086155,0.002681232,2.229264,2.20377,-0.001432443,0.00113059,0.4112432,0.2993343,-0.001515416,0.01518324,2.137718,2.26523,0.006052358,0.007738746,2.045564,2.002269,0.01717301,0.00173,-0.002130476,-0.007389825,0.006642405,-0.002234871,1.255257,1.193005,0.00439221,0.004993291,1.466072,1.536855,8.030791E-05,0.006723401,0.008169642,-0.002415565,-9.231723E-05,-0.001739129,0.00700358,0.006620964,0.0003575313,0.001666709,0.0005588487,-0.0008775666,1.980111E-05,-0.003779209,0.0004893626,0.007294172,0.0001373822,-0.001287847,0.01703114,-0.0007431185,0.0001174507,-0.0004528527,0.01201435,0.003844018,0.001250006,-7.473313E-05,-0.0007273167,0.005370606,-0.00201998,4.584902E-05,0.01165397,0.01486027,0.009076977,-0.002460337,-0.0004728229,0.001102632,0.001764599,-0.001100046,-0.0008703778,0.01778018,-0.0007528199,0.008261228,0.004182849,0.003202464,0.001955991,0.001708546,0.00161282,1.345188E-05,0.003148976,0.00505172,-0.001909009,-0.0002681969,-0.000285,0.02225032
36,2.213768,2.184743,0.0283689,0.01424104,2.238338,2.235977,-0.001104262,0.01045488,0.138777,0.01297606,-0.002088559,0.004199759,2.180866,2.154624,0.008225669,0.001371838,2.235091,2.210178,-0.00104842,-0.0009466163,0.6882122,0.5291271,-0.0004682368,0.01218249,2.177727,2.305335,0.004880034,0.00893605,2.0661,2.029767,0.01377301,0.00152612,-0.0009711437,-0.008339439,0.007076685,-0.001911414,1.553921,1.423314,0.004062823,0.005957535,1.588611,1.691657,-0.002124197,0.005552937,0.009799997,-0.0008268739,-0.002503069,-0.0005316198,0.006743073,0.005783404,0.001371916,-0.0006433586,-0.0001666976,0.001896484,-0.0002483423,-0.0006165883,-0.000662041,0.004825654,0.0006723339,-0.0009151977,0.01612595,0.0003833242,-0.001114608,0.00340437,0.0116649,0.005408749,0.002580326,-0.002457938,-0.001145513,0.006865117,-0.001031079,-0.004252878,0.01236119,0.01424891,0.01082643,-0.001557132,-0.0003115266,0.0008007908,0.002216844,-0.0006358288,-0.001276505,0.0181155,-0.001694521,0.008921308,0.003067262,0.003337865,0.003048255,-3.239291E-05,0.003190554,0.001356088,0.003271437,0.00594514,-0.0002494122,-0.001259873,0.001801695,0.02527239
37,2.215229,2.182651,0.02830839,0.01181276,2.24032,2.235466,-0.002551371,0.007538478,0.264747,0.02954932,-0.0002487031,0.006343541,2.192938,2.166337,0.009422864,0.001182551,2.237932,2.221099,-0.001198458,-0.0006940902,1.038233,0.8509704,-0.0002625725,0.01393236,2.21558,2.334495,0.002392283,0.006794454,2.088088,2.044091,0.01246403,0.001821093,-0.000587312,-0.00668883,0.006502115,-0.00168854,1.76293,1.577596,0.002536171,0.006955117,1.66993,1.791577,-0.002262022,0.006009069,0.008116271,-0.0005108727,-0.0008862463,-1.908493E-05,0.006998777,0.006732072,0.0007660224,7.733305E-05,-0.001119267,-0.001181036,-0.001969317,0.0006030218,-0.0009104959,0.002631252,-9.556521E-05,-0.0006903582,0.0176419,0.0007287911,0.001242142,0.003896567,0.01155785,0.005867722,0.0008283722,-0.001105935,-0.003137917,0.007198239,-0.003486906,-0.003551553,0.01292143,0.0146739,0.008153139,-0.0009698613,-6.189386E-05,0.0002947317,0.003766541,-0.001430686,-0.001637539,0.01737687,-0.003351291,0.008206021,0.001838265,0.002012985,0.001497917,0.0008727253,0.002897806,-0.002584332,0.003482748,0.005737939,0.001212274,-0.00142657,-0.002672144,0.02215482
38,2.222846,2.186742,0.02861961,0.01357871,2.242206,2.236219,-0.002372473,0.006508534,0.4584337,0.06154265,-0.002009175,0.005032151,2.204338,2.17618,0.008746062,0.0001986448,2.238083,2.22158,-0.001850498,-0.001528946,1.374118,1.206457,0.0006496475,0.01457071,2.240675,2.365386,0.003065233,0.007892855,2.10419,2.060846,0.01536753,0.0005086479,-0.0006099442,-0.007982502,0.006290561,-0.001144504,1.906541,1.681507,0.004402094,0.006446423,1.734246,1.864604,-0.003839354,0.005377779,0.007025908,-0.001188656,-0.001915505,-0.0001694842,0.005820212,0.006174195,0.0001672875,-0.0009207106,0.000381021,6.242041E-05,-0.0008549613,-0.0006023064,-0.002033269,0.004730636,0.0002745606,-0.002840596,0.01611391,-0.0008023537,0.0002195776,0.00216895,0.009234169,0.004047395,0.0004865219,-0.0005664262,-0.001627995,0.006635842,-0.002002389,-0.003919089,0.01183987,0.01594747,0.0099458,-0.002843523,0.0001564278,-0.0009943881,0.001859794,0.0001299264,-0.004252428,0.01827996,-0.003133811,0.008771316,0.003843978,0.003271636,0.002397184,0.002756368,0.003236733,-0.002798988,0.003619609,0.004639654,-0.002354132,-0.002647924,-0.001691831,0.0224803
39,2.227176,2.182591,0.02832284,0.0130288,2.240432,2.233659,-0.002465334,0.008175679,0.7194415,0.115098,0.001678211,0.005465539,2.211698,2.187317,0.009985868,0.00046233,2.242224,2.222427,-0.002831692,-0.001069577,1.638922,1.519801,-0.0004081808,0.01269591,2.262563,2.391043,0.005024414,0.008788446,2.11761,2.076545,0.01546722,0.00219501,-0.0001707196,-0.007916708,0.006544436,-0.002377321,2.006075,1.754131,0.002814435,0.006047395,1.778185,1.918032,-0.005041866,0.007088778,0.008779026,-0.001620562,-0.002690726,-0.001323057,0.006530115,0.004446059,-0.0007249588,-0.0004448041,-0.00100417,-0.001174273,6.027705E-05,-1.666652E-05,-0.0006211774,0.005155652,-0.002409526,-0.005185363,0.01612944,-0.001827799,-0.001657258,0.002178309,0.01178464,0.004387346,0.001718479,-0.002596246,-0.004195927,0.006143469,-0.005325187,-0.005534731,0.01300351,0.01651675,0.01214577,-0.00164919,-0.001645981,-0.0001800957,0.001410634,-7.025206E-05,-0.005880926,0.01785489,-0.003611926,0.0100856,0.002790558,0.004174555,0.000290294,2.520251E-05,0.002952679,-0.001714429,0.002677809,0.006295465,-0.002757442,-0.002787532,-0.002168664,0.02597399
40,2.224184,2.179672,0.02883167,0.01135365,2.243793,2.238188,-0.004912906,0.008780343,0.9997654,0.2232405,-0.0007372681,0.005780413,2.220203,2.190244,0.008033835,-0.00189878,2.243265,2.229689,-0.003037872,0.001834941,1.820129,1.74553,0.0008252641,0.01522711,2.28141,2.408531,0.001369747,0.007548008,2.132585,2.087848,0.01467709,8.596068E-05,0.00136738,-0.00736316,0.006322932,-0.001596189,2.081377,1.808002,0.0006204921,0.006898786,1.818365,1.962265,-0.004892096,0.006658067,0.008453802,0.0002485036,-0.001807575,-0.000232267,0.008345218,0.006608064,0.0003976036,0.0002045393,-0.0006348037,-0.002950441,-0.003665057,-0.001588833,0.002257661,0.003121,-0.001477275,-0.005536771,0.01717187,-0.0005147205,-0.001923915,0.001483035,0.01153528,0.006522256,0.0001400655,-0.002031486,-0.002848814,0.005673957,-0.004604957,-0.005292918,0.01188315,0.01624913,0.01109471,-0.004148313,-0.002700502,0.001502461,0.001966584,-0.001110497,-0.005110598,0.01753206,-0.00332922,0.007019278,0.002616768,0.002307286,0.001364048,0.0002854901,0.00441052,-0.00282948,0.003815552,0.008313732,-0.003441746,-0.002641739,0.0001808917,0.0223848
41,2.225932,2.176881,0.0297182,0.01364763,2.246581,2.237925,-0.002118214,0.007154821,1.240445,0.4000352,-0.0008420268,0.003683324,2.22475,2.197336,0.007381677,-0.000346466,2.246777,2.231467,-0.005441196,-0.000663082,1.936789,1.89669,8.745847E-05,0.01291972,2.29299,2.425476,0.004162393,0.007425991,2.143024,2.101639,0.0151375,0.001383614,-0.0005378613,-0.009154712,0.006179379,-0.004753713,2.135816,1.849001,0.002030735,0.004914285,1.847268,1.996123,-0.005351623,0.007395854,0.006630137,-0.001584533,-0.002728641,-0.0006984937,0.008880965,0.004806319,0.001420738,-0.002880776,-0.002146555,-0.002375767,-0.003210532,-0.003798905,-0.002498901,0.004438839,-0.0006284016,-0.005918929,0.018098,-0.0009180955,-0.002303157,0.002840981,0.01072857,0.004166369,0.003867632,-0.003161921,-0.004173104,0.004739178,-0.004494304,-0.006451094,0.01493323,0.01698741,0.01147505,-0.004099722,-0.003578084,-6.340842E-05,0.002038093,-0.0005813397,-0.00469567,0.01661925,-0.003837419,0.00800256,0.003049162,0.003985385,-0.0003372846,-0.001527661,0.0021562,-0.002644264,0.001102991,0.005547244,-0.004450948,-0.004184035,0.0002018896,0.02410584
42,2.226857,2.180557,0.02828489,0.01295192,2.243642,2.239604,-0.003191267,0.00794639,1.414188,0.6657432,0.001018026,0.006976393,2.233176,2.203712,0.008868668,-0.000851158,2.24355,2.231915,-0.006637926,0.0002488788,2.016114,2.001063,-0.0007535145,0.01131634,2.306,2.437849,0.00159116,0.00800872,2.153234,2.111352,0.01562018,0.001115776,-0.0009983965,-0.008873341,0.006568518,-0.005321892,2.182652,1.884577,0.0009511105,0.006399938,1.873372,2.024361,-0.007199506,0.007413344,0.00869236,-0.0008376837,-0.005064468,-0.0008801678,0.009244212,0.005777204,0.0005507636,-0.002355068,-0.0007433861,-0.005880095,-0.005353632,-0.002907548,-0.003343382,0.00429663,-0.0005116879,-0.006654171,0.01772788,-0.003452527,-0.002833502,0.003890361,0.00893204,0.006178499,0.001640725,-0.002408209,-0.005883895,0.008202557,-0.005032133,-0.006196674,0.01531497,0.01719601,0.01208152,-0.005765454,-0.005199562,0.0007220097,0.00361194,0.000503534,-0.006842748,0.01768496,-0.005183526,0.007816752,0.002218526,0.001943459,0.0008746107,0.000194355,0.002621328,-0.002078046,0.004348587,0.009345452,-0.002761373,-0.004935699,-0.002039742,0.02075776
43,2.229119,2.180408,0.03129235,0.0116939,2.243057,2.239461,-0.001646662,0.007315923,1.528734,0.9800372,5.349924E-05,0.005098041,2.236248,2.207869,0.008878452,0.001251308,2.244353,2.231632,-0.008679753,-0.0009801977,2.076954,2.070833,-0.00286286,0.009961523,2.321058,2.451509,0.002599368,0.009628081,2.15709,2.116981,0.01359394,0.001368109,-0.0003510744,-0.01051583,0.006369168,-0.006615353,2.219621,1.913316,0.0002801379,0.006157755,1.896813,2.05132,-0.006794637,0.005888605,0.008576056,-0.001353228,-0.006306391,-0.00395311,0.009412056,0.005627587,0.0008524485,-0.003226126,-0.002747037,-0.004202668,-0.004571373,-0.00360609,-0.001172155,0.005096478,-0.002206087,-0.007334072,0.01912539,-0.003146265,-0.001878532,0.0008532346,0.008529082,0.006047671,0.0006841061,-0.004477502,-0.004249319,0.008216154,-0.008001017,-0.009650074,0.01473682,0.01634844,0.01140321,-0.004465145,-0.004287787,0.000844081,0.001267631,-0.0003630903,-0.005553771,0.01803228,-0.005569347,0.007705024,0.003291069,0.003954097,0.0001819887,0.0003825119,0.003456732,-0.002217744,0.002105521,0.005699649,-0.002568291,-0.005594175,-0.0005742664,0.02382613
44,2.228509,2.177287,0.02964593,0.01516356,2.244156,2.240082,-0.002671582,0.009638862,1.602564,1.28927,0.0005533824,0.006565127,2.237187,2.20876,0.007158346,-0.0007966538,2.244668,2.234112,-0.008319612,-0.0008235966,2.120373,2.124123,-0.0003292448,0.008696858,2.329536,2.461088,0.004541727,0.008613903,2.164584,2.120571,0.01414449,0.003404094,-0.003110413,-0.008533736,0.005927545,-0.006620914,2.251052,1.936202,-0.001057665,0.006711173,1.912,2.070868,-0.007212781,0.004864933,0.008103207,-0.001438635,-0.007317951,-0.000501198,0.008843871,0.00548528,-0.0008614706,-0.003230093,-0.002381855,-0.00206,-0.005946133,-0.004719559,-0.002937961,0.005201895,-0.0002460989,-0.006682173,0.01829532,-0.001611314,-0.00214475,0.0006729719,0.009546708,0.004576834,0.002745825,-0.00395291,-0.005549527,0.006884001,-0.007517883,-0.008587468,0.01358906,0.01716709,0.01028399,-0.004439678,-0.004742402,0.0004746278,0.001265976,-9.504215E-05,-0.005975659,0.01705579,-0.007200663,0.00636438,0.001314842,0.00241986,0.00127069,-0.001160815,0.00320998,-0.002331748,0.001045785,0.006132796,-0.003755108,-0.005267974,0.001171847,0.02320743
45,2.232232,2.17838,0.03271402,0.01311665,2.248188,2.23895,-0.003678387,0.008699069,1.653067,1.543164,0.001475731,0.005168144,2.239747,2.211868,0.009807141,-0.001779201,2.245131,2.230928,-0.008740578,-2.502138E-05,2.157214,2.163898,-0.0006664516,0.01003473,2.334346,2.469309,0.002111134,0.009386185,2.170824,2.127889,0.01464359,0.001574317,-0.000128357,-0.01065205,0.006043071,-0.009704843,2.275761,1.956602,-0.001768986,0.00604537,1.928114,2.090517,-0.00948667,0.007320452,0.007084105,-0.001678876,-0.007323356,-0.00218564,0.007728577,0.004427325,-0.002134725,-0.003975086,-0.006607735,-0.005737804,-0.008330381,-0.003055575,-0.002359791,0.006188788,-0.001698235,-0.007457781,0.01615839,-0.004300083,-0.002531451,0.002058534,0.009031839,0.004397044,-0.0009558233,-0.006261807,-0.006561401,0.005409623,-0.006673672,-0.008782644,0.01329856,0.01744832,0.009250066,-0.005405239,-0.003437405,-0.0004095881,0.002351119,-0.001678696,-0.00477596,0.01745079,-0.007994155,0.006743732,0.003490376,0.001341264,0.0004220115,0.0002776307,0.003566887,-0.002868992,0.004201804,0.005818968,-0.003845939,-0.005701827,-0.001659656,0.02629798
